,id,title,original_language,release_date,release_mon,release_month,release_year,vote_average,popularity,adult
7380,25913,Balto II: Wolf Quest,en,2/19/02,2,February,2002,6.3,16.146,FALSE
17380,25913,Balto II: Wolf Quest,en,2/19/02,2,February,2002,6.3,16.146,FALSE
6107,10052,Dragonfly,en,2/22/02,2,February,2002,6.5,15.869,FALSE
6318,8346,My Big Fat Greek Wedding,en,2/22/02,2,February,2002,6.5,12.858,FALSE
16107,10052,Dragonfly,en,2/22/02,2,February,2002,6.5,15.869,FALSE
16318,8346,My Big Fat Greek Wedding,en,2/22/02,2,February,2002,6.5,12.858,FALSE
8202,14128,Cinderella II: Dreams Come True,en,2/23/02,2,February,2002,6.1,50.55,FALSE
18202,14128,Cinderella II: Dreams Come True,en,2/23/02,2,February,2002,6.1,50.55,FALSE
1048,13830,Shottas,en,2/27/02,2,February,2002,7.6,21.072,FALSE
11048,13830,Shottas,en,2/27/02,2,February,2002,7.6,21.072,FALSE
1811,7294,The Man Without a Past,fi,3/1/02,3,March,2002,7.4,8.295,FALSE
3045,10590,We Were Soldiers,en,3/1/02,3,March,2002,7.1,24.853,FALSE
4535,38537,Nati stanchi,it,3/1/02,3,March,2002,6.8,5.556,FALSE
11811,7294,The Man Without a Past,fi,3/1/02,3,March,2002,7.4,8.295,FALSE
13045,10590,We Were Soldiers,en,3/1/02,3,March,2002,7.1,24.853,FALSE
14535,38537,Nati stanchi,it,3/1/02,3,March,2002,6.8,5.556,FALSE
7669,2135,The Time Machine,en,3/4/02,3,March,2002,6.2,31.601,FALSE
17669,2135,The Time Machine,en,3/4/02,3,March,2002,6.2,31.601,FALSE
2052,425,Ice Age,en,3/10/02,3,March,2002,7.3,101.276,FALSE
12052,425,Ice Age,en,3/10/02,3,March,2002,7.3,101.276,FALSE
7043,14787,Tom and Jerry: The Magic Ring,en,3/12/02,3,March,2002,6.3,13.063,FALSE
17043,14787,Tom and Jerry: The Magic Ring,en,3/12/02,3,March,2002,6.3,13.063,FALSE
1123,64,Talk to Her,es,3/15/02,3,March,2002,7.6,12.008,FALSE
5631,1576,Resident Evil,en,3/15/02,3,March,2002,6.6,19.259,FALSE
11123,64,Talk to Her,es,3/15/02,3,March,2002,7.6,12.008,FALSE
15631,1576,Resident Evil,en,3/15/02,3,March,2002,6.6,19.259,FALSE
8403,9298,Ali G Indahouse,en,3/21/02,3,March,2002,6.1,12.426,FALSE
18403,9298,Ali G Indahouse,en,3/21/02,3,March,2002,6.1,12.426,FALSE
6097,36586,Blade II,en,3/22/02,3,March,2002,6.5,26.512,FALSE
16097,36586,Blade II,en,3/22/02,3,March,2002,6.5,26.512,FALSE
4906,14635,The Rookie,en,3/25/02,3,March,2002,6.7,17.351,FALSE
14906,14635,The Rookie,en,3/25/02,3,March,2002,6.7,17.351,FALSE
9004,9275,Death to Smoochy,en,3/28/02,3,March,2002,5.9,9.784,FALSE
19004,9275,Death to Smoochy,en,3/28/02,3,March,2002,5.9,9.784,FALSE
1497,4689,Sympathy for Mr. Vengeance,ko,3/29/02,3,March,2002,7.5,20.77,FALSE
4873,4547,Panic Room,en,3/29/02,3,March,2002,6.8,17.016,FALSE
8638,11452,National Lampoon's Van Wilder,en,3/29/02,3,March,2002,6,19.776,FALSE
11497,4689,Sympathy for Mr. Vengeance,ko,3/29/02,3,March,2002,7.5,20.77,FALSE
14873,4547,Panic Room,en,3/29/02,3,March,2002,6.8,17.016,FALSE
18638,11452,National Lampoon's Van Wilder,en,3/29/02,3,March,2002,6,19.776,FALSE
6932,10611,Barbershop,en,4/1/02,4,April,2002,6.4,20.605,FALSE
16932,10611,Barbershop,en,4/1/02,4,April,2002,6.4,20.605,FALSE
7044,11560,High Crimes,en,4/5/02,4,April,2002,6.3,15.93,FALSE
7780,2185,Big Trouble,en,4/5/02,4,April,2002,6.2,12.684,FALSE
17044,11560,High Crimes,en,4/5/02,4,April,2002,6.3,15.93,FALSE
17780,2185,Big Trouble,en,4/5/02,4,April,2002,6.2,12.684,FALSE
7490,1537,Changing Lanes,en,4/7/02,4,April,2002,6.2,13.397,FALSE
17490,1537,Changing Lanes,en,4/7/02,4,April,2002,6.2,13.397,FALSE
9309,18457,Dead Weight,fr,4/10/02,4,April,2002,5.8,6.683,FALSE
19309,18457,Dead Weight,fr,4/10/02,4,April,2002,5.8,6.683,FALSE
7226,455,Bend It Like Beckham,en,4/11/02,4,April,2002,6.3,17.946,FALSE
17226,455,Bend It Like Beckham,en,4/11/02,4,April,2002,6.3,17.946,FALSE
1900,20312,Interstate 60,en,4/13/02,4,April,2002,7.4,12.942,FALSE
11900,20312,Interstate 60,en,4/13/02,4,April,2002,7.4,12.942,FALSE
8018,11892,Murder by Numbers,en,4/19/02,4,April,2002,6.1,13.129,FALSE
18018,11892,Murder by Numbers,en,4/19/02,4,April,2002,6.1,13.129,FALSE
9788,16643,Life or Something Like It,en,4/24/02,4,April,2002,5.7,13.947,FALSE
19788,16643,Life or Something Like It,en,4/24/02,4,April,2002,5.7,13.947,FALSE
5419,245,About a Boy,en,4/26/02,4,April,2002,6.7,16.559,FALSE
15419,245,About a Boy,en,4/26/02,4,April,2002,6.7,16.559,FALSE
7819,9280,Femme Fatale,en,4/30/02,4,April,2002,6.2,15.566,FALSE
17819,9280,Femme Fatale,en,4/30/02,4,April,2002,6.2,15.566,FALSE
2361,557,Spider-Man,en,5/1/02,5,May,2002,7.3,113.895,FALSE
12361,557,Spider-Man,en,5/1/02,5,May,2002,7.3,113.895,FALSE
5835,9689,Hollywood Ending,en,5/3/02,5,May,2002,6.6,9.179,FALSE
15835,9689,Hollywood Ending,en,5/3/02,5,May,2002,6.6,9.179,FALSE
5932,10389,The Eye,cn,5/9/02,5,May,2002,6.6,10.16,FALSE
15932,10389,The Eye,cn,5/9/02,5,May,2002,6.6,10.16,FALSE
5006,11880,Dog Soldiers,en,5/10/02,5,May,2002,6.7,12.762,FALSE
5522,2251,Unfaithful,en,5/10/02,5,May,2002,6.6,31.19,FALSE
9081,10985,The New Guy,en,5/10/02,5,May,2002,5.9,12.904,FALSE
15006,11880,Dog Soldiers,en,5/10/02,5,May,2002,6.7,12.762,FALSE
15522,2251,Unfaithful,en,5/10/02,5,May,2002,6.6,31.19,FALSE
19081,10985,The New Guy,en,5/10/02,5,May,2002,5.9,12.904,FALSE
4470,15136,So Close,cn,5/14/02,5,May,2002,6.8,14.617,FALSE
14470,15136,So Close,cn,5/14/02,5,May,2002,6.8,14.617,FALSE
5910,1894,Star Wars: Episode II - Attack of the Clones,en,5/15/02,5,May,2002,6.6,30.926,FALSE
15910,1894,Star Wars: Episode II - Attack of the Clones,en,5/15/02,5,May,2002,6.6,30.926,FALSE
4301,9026,The Importance of Being Earnest,en,5/17/02,5,May,2002,6.9,10.843,FALSE
14301,9026,The Importance of Being Earnest,en,5/17/02,5,May,2002,6.9,10.843,FALSE
5343,1957,Enough,en,5/21/02,5,May,2002,6.7,15.583,FALSE
15343,1957,Enough,en,5/21/02,5,May,2002,6.7,15.583,FALSE
1842,16646,Russian Ark,ru,5/22/02,5,May,2002,7.4,12.407,FALSE
2505,979,Irreversible,fr,5/22/02,5,May,2002,7.2,26.728,FALSE
11842,16646,Russian Ark,ru,5/22/02,5,May,2002,7.4,12.407,FALSE
12505,979,Irreversible,fr,5/22/02,5,May,2002,7.2,26.728,FALSE
881,9023,Spirit: Stallion of the Cimarron,en,5/24/02,5,May,2002,7.7,63.818,FALSE
3980,320,Insomnia,en,5/24/02,5,May,2002,6.9,17.573,FALSE
4141,13931,Mike's New Car,en,5/24/02,5,May,2002,6.9,14.297,FALSE
10881,9023,Spirit: Stallion of the Cimarron,en,5/24/02,5,May,2002,7.7,63.818,FALSE
13980,320,Insomnia,en,5/24/02,5,May,2002,6.9,17.573,FALSE
14141,13931,Mike's New Car,en,5/24/02,5,May,2002,6.9,14.297,FALSE
7166,4614,The Sum of All Fears,en,5/31/02,5,May,2002,6.3,23.321,FALSE
9288,12277,Undercover Brother,en,5/31/02,5,May,2002,5.8,12.326,FALSE
17166,4614,The Sum of All Fears,en,5/31/02,5,May,2002,6.3,23.321,FALSE
19288,12277,Undercover Brother,en,5/31/02,5,May,2002,5.8,12.326,FALSE
8159,9583,Divine Secrets of the Ya-Ya Sisterhood,en,6/7/02,6,June,2002,6.1,9.062,FALSE
18159,9583,Divine Secrets of the Ya-Ya Sisterhood,en,6/7/02,6,June,2002,6.1,9.062,FALSE
4706,44351,Rabbits,en,6/9/02,6,June,2002,6.8,7.899,FALSE
5722,9707,Bubba Ho-tep,en,6/9/02,6,June,2002,6.6,9.886,FALSE
14706,44351,Rabbits,en,6/9/02,6,June,2002,6.8,7.899,FALSE
15722,9707,Bubba Ho-tep,en,6/9/02,6,June,2002,6.6,9.886,FALSE
1587,2501,The Bourne Identity,en,6/14/02,6,June,2002,7.5,29.136,FALSE
7514,12100,Windtalkers,en,6/14/02,6,June,2002,6.2,19.532,FALSE
8437,9637,Scooby-Doo,en,6/14/02,6,June,2002,6.1,69.127,FALSE
11587,2501,The Bourne Identity,en,6/14/02,6,June,2002,7.5,29.136,FALSE
17514,12100,Windtalkers,en,6/14/02,6,June,2002,6.2,19.532,FALSE
18437,9637,Scooby-Doo,en,6/14/02,6,June,2002,6.1,69.127,FALSE
3095,1555,The Spanish Apartment,fr,6/19/02,6,June,2002,7.1,10.5,FALSE
13095,1555,The Spanish Apartment,fr,6/19/02,6,June,2002,7.1,10.5,FALSE
2075,180,Minority Report,en,6/20/02,6,June,2002,7.3,32.569,FALSE
12075,180,Minority Report,en,6/20/02,6,June,2002,7.3,32.569,FALSE
1387,11544,Lilo & Stitch,en,6/21/02,6,June,2002,7.5,48.955,FALSE
11387,11544,Lilo & Stitch,en,6/21/02,6,June,2002,7.5,48.955,FALSE
8644,13683,Tarzan & Jane,en,6/24/02,6,June,2002,6,23.05,FALSE
18644,13683,Tarzan & Jane,en,6/24/02,6,June,2002,6,23.05,FALSE
6173,17710,Hey Arnold! The Movie,en,6/28/02,6,June,2002,6.5,13.143,FALSE
9304,2022,Mr. Deeds,en,6/28/02,6,June,2002,5.8,27.12,FALSE
16173,17710,Hey Arnold! The Movie,en,6/28/02,6,June,2002,6.5,13.143,FALSE
19304,2022,Mr. Deeds,en,6/28/02,6,June,2002,5.8,27.12,FALSE
5398,59387,The Powerpuff Girls Movie,en,7/3/02,7,July,2002,6.7,13.445,FALSE
6942,608,Men in Black II,en,7/3/02,7,July,2002,6.4,33.559,FALSE
8315,21972,Like Mike,en,7/3/02,7,July,2002,6.1,14.14,FALSE
15398,59387,The Powerpuff Girls Movie,en,7/3/02,7,July,2002,6.7,13.445,FALSE
16942,608,Men in Black II,en,7/3/02,7,July,2002,6.4,33.559,FALSE
18315,21972,Like Mike,en,7/3/02,7,July,2002,6.1,14.14,FALSE
7925,6278,Reign of Fire,en,7/9/02,7,July,2002,6.2,16.861,FALSE
17925,6278,Reign of Fire,en,7/9/02,7,July,2002,6.2,16.861,FALSE
1180,15917,Devdas,hi,7/11/02,7,July,2002,7.6,8.693,FALSE
11180,15917,Devdas,hi,7/11/02,7,July,2002,7.6,8.693,FALSE
2003,4147,Road to Perdition,en,7/12/02,7,July,2002,7.4,21.61,FALSE
12003,4147,Road to Perdition,en,7/12/02,7,July,2002,7.4,21.61,FALSE
5629,33875,Pokémon Heroes,ja,7/13/02,7,July,2002,6.6,18.084,FALSE
15629,33875,Pokémon Heroes,ja,7/13/02,7,July,2002,6.6,18.084,FALSE
6011,15070,Undisputed,en,7/17/02,7,July,2002,6.5,31.217,FALSE
9599,8869,Eight Legged Freaks,en,7/17/02,7,July,2002,5.7,84.331,FALSE
16011,15070,Undisputed,en,7/17/02,7,July,2002,6.5,31.217,FALSE
19599,8869,Eight Legged Freaks,en,7/17/02,7,July,2002,5.7,84.331,FALSE
2752,15370,The Cat Returns,ja,7/19/02,7,July,2002,7.2,23.102,FALSE
6343,8665,K-19: The Widowmaker,en,7/19/02,7,July,2002,6.5,15.429,FALSE
9623,10996,Stuart Little 2,en,7/19/02,7,July,2002,5.7,23.828,FALSE
12752,15370,The Cat Returns,ja,7/19/02,7,July,2002,7.2,23.102,FALSE
16343,8665,K-19: The Widowmaker,en,7/19/02,7,July,2002,6.5,15.429,FALSE
19623,10996,Stuart Little 2,en,7/19/02,7,July,2002,5.7,23.828,FALSE
1394,79,Hero,zh,7/22/02,7,July,2002,7.5,18.109,FALSE
11394,79,Hero,zh,7/22/02,7,July,2002,7.5,18.109,FALSE
8692,818,Austin Powers in Goldmember,en,7/26/02,7,July,2002,6,26.707,FALSE
18692,818,Austin Powers in Goldmember,en,7/26/02,7,July,2002,6,26.707,FALSE
5277,2675,Signs,en,8/2/02,8,August,2002,6.7,23.818,FALSE
15277,2675,Signs,en,8/2/02,8,August,2002,6.7,23.818,FALSE
8694,9266,Blue Crush,en,8/8/02,8,August,2002,6,11.017,FALSE
18694,9266,Blue Crush,en,8/8/02,8,August,2002,6,11.017,FALSE
654,26955,Oasis,ko,8/9/02,8,August,2002,7.8,12.366,FALSE
7950,9573,Blood Work,en,8/9/02,8,August,2002,6.2,13.752,FALSE
9038,7451,xXx,en,8/9/02,8,August,2002,5.9,22.764,FALSE
10654,26955,Oasis,ko,8/9/02,8,August,2002,7.8,12.366,FALSE
17950,9573,Blood Work,en,8/9/02,8,August,2002,6.2,13.752,FALSE
19038,7451,xXx,en,8/9/02,8,August,2002,5.9,22.764,FALSE
8421,12590,Below,en,8/11/02,8,August,2002,6.1,18.822,FALSE
18421,12590,Below,en,8/11/02,8,August,2002,6.1,18.822,FALSE
5433,9357,One Hour Photo,en,8/21/02,8,August,2002,6.6,15.942,FALSE
15433,9357,One Hour Photo,en,8/21/02,8,August,2002,6.6,15.942,FALSE
1036,12093,Lilya 4-ever,sv,8/23/02,8,August,2002,7.6,14.973,FALSE
9067,9296,S1m0ne,en,8/23/02,8,August,2002,5.9,11.233,FALSE
11036,12093,Lilya 4-ever,sv,8/23/02,8,August,2002,7.6,14.973,FALSE
19067,9296,S1m0ne,en,8/23/02,8,August,2002,5.9,11.233,FALSE
1692,1360,Frida,en,8/29/02,8,August,2002,7.4,12.44,FALSE
11692,1360,Frida,en,8/29/02,8,August,2002,7.4,12.44,FALSE
33,598,City of God,pt,8/30/02,8,August,2002,8.4,35.447,FALSE
1557,8094,The Magdalene Sisters,en,8/30/02,8,August,2002,7.5,11.733,FALSE
10033,598,City of God,pt,8/30/02,8,August,2002,8.4,35.447,FALSE
11557,8094,The Magdalene Sisters,en,8/30/02,8,August,2002,7.5,11.733,FALSE
9303,7090,Ken Park,en,8/31/02,8,August,2002,5.8,24.563,FALSE
19303,7090,Ken Park,en,8/31/02,8,August,2002,5.8,24.563,FALSE
6911,10955,Ripley's Game,en,9/2/02,9,September,2002,6.4,10.104,FALSE
16911,10955,Ripley's Game,en,9/2/02,9,September,2002,6.4,10.104,FALSE
4220,3472,Dirty Pretty Things,en,9/5/02,9,September,2002,6.9,11.763,FALSE
14220,3472,Dirty Pretty Things,en,9/5/02,9,September,2002,6.9,11.763,FALSE
2699,35265,The Embalmer,it,9/6/02,9,September,2002,7.2,4.653,FALSE
9611,13536,City by the Sea,en,9/6/02,9,September,2002,5.7,10.004,FALSE
12699,35265,The Embalmer,it,9/6/02,9,September,2002,7.2,4.653,FALSE
19611,13536,City by the Sea,en,9/6/02,9,September,2002,5.7,10.004,FALSE
5759,9093,The Four Feathers,en,9/8/02,9,September,2002,6.6,13.17,FALSE
15759,9093,The Four Feathers,en,9/8/02,9,September,2002,6.6,13.17,FALSE
5515,9685,Igby Goes Down,en,9/13/02,9,September,2002,6.6,9.977,FALSE
15515,9685,Igby Goes Down,en,9/13/02,9,September,2002,6.6,9.977,FALSE
588,33320,Millennium Actress,ja,9/14/02,9,September,2002,7.8,14.582,FALSE
9886,11547,Cabin Fever,en,9/14/02,9,September,2002,5.6,14.62,FALSE
10588,33320,Millennium Actress,ja,9/14/02,9,September,2002,7.8,14.582,FALSE
19886,11547,Cabin Fever,en,9/14/02,9,September,2002,5.6,14.62,FALSE
46,423,The Pianist,en,9/17/02,9,September,2002,8.4,41.267,FALSE
10046,423,The Pianist,en,9/17/02,9,September,2002,8.4,41.267,FALSE
4651,11013,Secretary,en,9/20/02,9,September,2002,6.8,24.059,FALSE
7668,9039,Trapped,en,9/20/02,9,September,2002,6.2,10.323,FALSE
8331,1956,Gerry,en,9/20/02,9,September,2002,6.1,7.439,FALSE
14651,11013,Secretary,en,9/20/02,9,September,2002,6.8,24.059,FALSE
17668,9039,Trapped,en,9/20/02,9,September,2002,6.2,10.323,FALSE
18331,1956,Gerry,en,9/20/02,9,September,2002,6.1,7.439,FALSE
6760,11529,Sweet Home Alabama,en,9/26/02,9,September,2002,6.4,20.019,FALSE
16760,11529,Sweet Home Alabama,en,9/26/02,9,September,2002,6.4,20.019,FALSE
9752,10771,The Tuxedo,en,9/27/02,9,September,2002,5.7,20.433,FALSE
19752,10771,The Tuxedo,en,9/27/02,9,September,2002,5.7,20.433,FALSE
3576,15015,Barbie as Rapunzel,en,10/1/02,10,October,2002,7,39.041,FALSE
5307,10133,Cypher,en,10/1/02,10,October,2002,6.7,12.104,FALSE
5578,542,The Crime of Padre Amaro,es,10/1/02,10,October,2002,6.6,10.15,FALSE
13576,15015,Barbie as Rapunzel,en,10/1/02,10,October,2002,7,39.041,FALSE
15307,10133,Cypher,en,10/1/02,10,October,2002,6.7,12.104,FALSE
15578,542,The Crime of Padre Amaro,es,10/1/02,10,October,2002,6.6,10.15,FALSE
3558,9533,Red Dragon,en,10/2/02,10,October,2002,7,5.371,FALSE
5208,4108,The Transporter,en,10/2/02,10,October,2002,6.7,27.255,FALSE
13558,9533,Red Dragon,en,10/2/02,10,October,2002,7,5.371,FALSE
15208,4108,The Transporter,en,10/2/02,10,October,2002,6.7,27.255,FALSE
3264,10994,White Oleander,en,10/11/02,10,October,2002,7.1,10.201,FALSE
5581,13768,Tuck Everlasting,en,10/11/02,10,October,2002,6.6,12.877,FALSE
7885,1809,The Rules of Attraction,en,10/11/02,10,October,2002,6.2,12.48,FALSE
9286,10599,Pinocchio,it,10/11/02,10,October,2002,5.8,8.905,FALSE
9833,11056,Darkness,en,10/11/02,10,October,2002,5.7,8.176,FALSE
13264,10994,White Oleander,en,10/11/02,10,October,2002,7.1,10.201,FALSE
15581,13768,Tuck Everlasting,en,10/11/02,10,October,2002,6.6,12.877,FALSE
17885,1809,The Rules of Attraction,en,10/11/02,10,October,2002,6.2,12.48,FALSE
19286,10599,Pinocchio,it,10/11/02,10,October,2002,5.8,8.905,FALSE
19833,11056,Darkness,en,10/11/02,10,October,2002,5.7,8.176,FALSE
1148,870,Dolls,ja,10/12/02,10,October,2002,7.6,9.077,FALSE
11148,870,Dolls,ja,10/12/02,10,October,2002,7.6,9.077,FALSE
5196,11838,Ju-on: The Grudge,ja,10/18/02,10,October,2002,6.7,26.388,FALSE
5439,565,The Ring,en,10/18/02,10,October,2002,6.6,23.168,FALSE
15196,11838,Ju-on: The Grudge,ja,10/18/02,10,October,2002,6.7,26.388,FALSE
15439,565,The Ring,en,10/18/02,10,October,2002,6.6,23.168,FALSE
2961,8051,Punch-Drunk Love,en,10/25/02,10,October,2002,7.1,18.529,FALSE
8956,9645,Ghost Ship,en,10/25/02,10,October,2002,5.9,27.366,FALSE
12961,8051,Punch-Drunk Love,en,10/25/02,10,October,2002,7.1,18.529,FALSE
18956,9645,Ghost Ship,en,10/25/02,10,October,2002,5.9,27.366,FALSE
2677,170,28 Days Later,en,10/31/02,10,October,2002,7.2,35.18,FALSE
7115,9104,Buffalo Soldiers,en,10/31/02,10,October,2002,6.3,11.838,FALSE
9008,9021,The Santa Clause 2,en,10/31/02,10,October,2002,5.9,14.753,FALSE
12677,170,28 Days Later,en,10/31/02,10,October,2002,7.2,35.18,FALSE
17115,9104,Buffalo Soldiers,en,10/31/02,10,October,2002,6.3,11.838,FALSE
19008,9021,The Santa Clause 2,en,10/31/02,10,October,2002,5.9,14.753,FALSE
774,12496,The Twilight Samurai,ja,11/2/02,11,November,2002,7.7,11.591,FALSE
10774,12496,The Twilight Samurai,ja,11/2/02,11,November,2002,7.7,11.591,FALSE
8104,7342,Carrie,en,11/4/02,11,November,2002,6.1,19.542,FALSE
18104,7342,Carrie,en,11/4/02,11,November,2002,6.1,19.542,FALSE
5320,9613,Spider,en,11/6/02,11,November,2002,6.7,12.26,FALSE
8659,13654,101 Dalmatians II: Patch's London Adventure,en,11/6/02,11,November,2002,6,35.111,FALSE
15320,9613,Spider,en,11/6/02,11,November,2002,6.7,12.26,FALSE
18659,13654,101 Dalmatians II: Patch's London Adventure,en,11/6/02,11,November,2002,6,35.111,FALSE
938,51822,Love Hurts,es,11/8/02,11,November,2002,7.7,15.015,FALSE
3042,65,8 Mile,en,11/8/02,11,November,2002,7.1,34.002,FALSE
10938,51822,Love Hurts,es,11/8/02,11,November,2002,7.7,15.015,FALSE
13042,65,8 Mile,en,11/8/02,11,November,2002,7.1,34.002,FALSE
821,672,Harry Potter and the Chamber of Secrets,en,11/13/02,11,November,2002,7.7,153.029,FALSE
10821,672,Harry Potter and the Chamber of Secrets,en,11/13/02,11,November,2002,7.7,153.029,FALSE
4963,10855,Naked Weapon,cn,11/15/02,11,November,2002,6.7,3.787,FALSE
14963,10855,Naked Weapon,cn,11/15/02,11,November,2002,6.7,3.787,FALSE
8840,36669,Die Another Day,en,11/17/02,11,November,2002,6,24.258,FALSE
18840,36669,Die Another Day,en,11/17/02,11,November,2002,6,24.258,FALSE
3290,17187,The Emperor's Club,en,11/22/02,11,November,2002,7.1,10.685,FALSE
6231,8198,The Quiet American,en,11/22/02,11,November,2002,6.5,9.269,FALSE
7391,10426,Friday After Next,en,11/22/02,11,November,2002,6.3,10.758,FALSE
13290,17187,The Emperor's Club,en,11/22/02,11,November,2002,7.1,10.685,FALSE
16231,8198,The Quiet American,en,11/22/02,11,November,2002,6.5,9.269,FALSE
17391,10426,Friday After Next,en,11/22/02,11,November,2002,6.3,10.758,FALSE
1320,9016,Treasure Planet,en,11/26/02,11,November,2002,7.5,36.767,FALSE
8836,39227,When in Rome,en,11/26/02,11,November,2002,6,5.901,FALSE
11320,9016,Treasure Planet,en,11/26/02,11,November,2002,7.5,36.767,FALSE
18836,39227,When in Rome,en,11/26/02,11,November,2002,6,5.901,FALSE
9078,2103,Solaris,en,11/27/02,11,November,2002,5.9,13.56,FALSE
19078,2103,Solaris,en,11/27/02,11,November,2002,5.9,13.56,FALSE
1881,2757,Adaptation.,en,12/6/02,12,December,2002,7.4,16.544,FALSE
3515,7299,Equilibrium,en,12/6/02,12,December,2002,7,23.812,FALSE
9455,9932,Analyze That,en,12/6/02,12,December,2002,5.8,12.464,FALSE
11881,2757,Adaptation.,en,12/6/02,12,December,2002,7.4,16.544,FALSE
13515,7299,Equilibrium,en,12/6/02,12,December,2002,7,23.812,FALSE
19455,9932,Analyze That,en,12/6/02,12,December,2002,5.8,12.464,FALSE
3070,1574,Chicago,en,12/10/02,12,December,2002,7.1,28.332,FALSE
13070,1574,Chicago,en,12/10/02,12,December,2002,7.1,28.332,FALSE
627,10775,Infernal Affairs,cn,12/12/02,12,December,2002,7.8,16.358,FALSE
4485,2755,About Schmidt,en,12/12/02,12,December,2002,6.8,12.575,FALSE
10627,10775,Infernal Affairs,cn,12/12/02,12,December,2002,7.8,16.358,FALSE
14485,2755,About Schmidt,en,12/12/02,12,December,2002,6.8,12.575,FALSE
3289,38397,"The Legend of Al, John and Jack",it,12/13/02,12,December,2002,7.1,7.69,FALSE
4231,13497,Drumline,en,12/13/02,12,December,2002,6.9,24.087,FALSE
6966,11852,The Hot Chick,en,12/13/02,12,December,2002,6.3,30.731,FALSE
7300,201,Star Trek: Nemesis,en,12/13/02,12,December,2002,6.3,23.763,FALSE
8230,7303,Maid in Manhattan,en,12/13/02,12,December,2002,6.1,24.792,FALSE
13289,38397,"The Legend of Al, John and Jack",it,12/13/02,12,December,2002,7.1,7.69,FALSE
14231,13497,Drumline,en,12/13/02,12,December,2002,6.9,24.087,FALSE
16966,11852,The Hot Chick,en,12/13/02,12,December,2002,6.3,30.731,FALSE
17300,201,Star Trek: Nemesis,en,12/13/02,12,December,2002,6.3,23.763,FALSE
18230,7303,Maid in Manhattan,en,12/13/02,12,December,2002,6.1,24.792,FALSE
2174,3131,Gangs of New York,en,12/14/02,12,December,2002,7.3,24.955,FALSE
7785,4911,Dark Blue,en,12/14/02,12,December,2002,6.2,12.19,FALSE
12174,3131,Gangs of New York,en,12/14/02,12,December,2002,7.3,24.955,FALSE
17785,4911,Dark Blue,en,12/14/02,12,December,2002,6.2,12.19,FALSE
366,640,Catch Me If You Can,en,12/16/02,12,December,2002,8,73.356,FALSE
10366,640,Catch Me If You Can,en,12/16/02,12,December,2002,8,73.356,FALSE
47,121,The Lord of the Rings: The Two Towers,en,12/18/02,12,December,2002,8.4,73.556,FALSE
10047,121,The Lord of the Rings: The Two Towers,en,12/18/02,12,December,2002,8.4,73.556,FALSE
2037,1429,25th Hour,en,12/19/02,12,December,2002,7.3,19.251,FALSE
4401,13435,Antwone Fisher,en,12/19/02,12,December,2002,6.8,10.232,FALSE
6949,2642,Two Weeks Notice,en,12/19/02,12,December,2002,6.4,15.494,FALSE
12037,1429,25th Hour,en,12/19/02,12,December,2002,7.3,19.251,FALSE
14401,13435,Antwone Fisher,en,12/19/02,12,December,2002,6.8,10.232,FALSE
16949,2642,Two Weeks Notice,en,12/19/02,12,December,2002,6.4,15.494,FALSE
6330,14317,The Wild Thornberrys Movie,en,12/20/02,12,December,2002,6.5,19.736,FALSE
16330,14317,The Wild Thornberrys Movie,en,12/20/02,12,December,2002,6.5,19.736,FALSE
2198,590,The Hours,en,12/27/02,12,December,2002,7.3,14.356,FALSE
12198,590,The Hours,en,12/27/02,12,December,2002,7.3,14.356,FALSE
4980,4912,Confessions of a Dangerous Mind,en,12/31/02,12,December,2002,6.7,11.905,FALSE
14980,4912,Confessions of a Dangerous Mind,en,12/31/02,12,December,2002,6.7,11.905,FALSE
3644,246355,Saw,en,1/1/03,1,January,2003,7,14.952,FALSE
13644,246355,Saw,en,1/1/03,1,January,2003,7,14.952,FALSE
9559,12090,Just Married,en,1/8/03,1,January,2003,5.8,17.505,FALSE
19559,12090,Just Married,en,1/8/03,1,January,2003,5.8,17.505,FALSE
4057,11329,Runaway Jury,en,1/16/03,1,January,2003,6.9,10.971,FALSE
14057,11329,Runaway Jury,en,1/16/03,1,January,2003,6.9,10.971,FALSE
8889,9582,A Guy Thing,en,1/17/03,1,January,2003,5.9,14.771,FALSE
